Date,TempA,TempB,TempC,TempD,pHA,pHB,pHC,pHD,EC_A,EC_B,EC_C,EC_D,DO_A,DO_B,DO_C,DO_D,BOD_A,BOD_B,BOD_C,BOD_D,TN_A,TN_B,TN_C,TN_D
15-Dec-21,21.5,21.2,21.3,21.4,7.73,8.12,7.91,8.48,1748,1679,1577,1695,2.55,2.62,2.6,2.59,27.96,27.7,27.88,27.93,1.28,1.25,1.26,1.27
16-Dec-21,21.10374019,,,,,,,,,,,,,,,,,,,,,,,
17-Dec-21,21.48067009,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-21,21.37273096,,,,,,,,,,,,,,,,,,,,,,,
19-Dec-21,21.02173137,,,,,,,,,,,,,,,,,,,,,,,
20-Dec-21,21.1289629,,,,,,,,,,,,,,,,,,,,,,,
21-Dec-21,21.24950697,,,,,,,,,,,,,,,,,,,,,,,
22-Dec-21,21.24054332,,,,,,,,,,,,,,,,,,,,,,,
23-Dec-21,21.09229061,,,,,,,,,,,,,,,,,,,,,,,
24-Dec-21,21.12136935,,,,,,,,,,,,,,,,,,,,,,,
25-Dec-21,21.16914387,,,,,,,,,,,,,,,,,,,,,,,
26-Dec-21,21.38059967,,,,,,,,,,,,,,,,,,,,,,,
27-Dec-21,21.16743562,,,,,,,,,,,,,,,,,,,,,,,
28-Dec-21,21.26136283,,,,,,,,,,,,,,,,,,,,,,,
29-Dec-21,21.3392763,,,,,,,,,,,,,,,,,,,,,,,
30-Dec-21,21,20.8,20.5,20.7,7.82,8.06,8.12,8.35,1832,1701,1652,1789,2.65,2.7,2.77,2.71,27.59,27.21,26.48,27,1.06,1.1,1.08,1.11
,20.61436096,,,,,,,,,,,,,,,,,,,,,,,
,20.8230486,,,,,,,,,,,,,,,,,,,,,,,
,20.50515094,,,,,,,,,,,,,,,,,,,,,,,
,20.80107658,,,,,,,,,,,,,,,,,,,,,,,
,20.95055037,,,,,,,,,,,,,,,,,,,,,,,
,20.74526755,,,,,,,,,,,,,,,,,,,,,,,
,20.61985439,,,,,,,,,,,,,,,,,,,,,,,
,20.72010933,,,,,,,,,,,,,,,,,,,,,,,
,20.5267596,,,,,,,,,,,,,,,,,,,,,,,
,20.54891724,,,,,,,,,,,,,,,,,,,,,,,
,20.96059079,,,,,,,,,,,,,,,,,,,,,,,
,20.59168827,,,,,,,,,,,,,,,,,,,,,,,
,20.50685746,,,,,,,,,,,,,,,,,,,,,,,
,20.80390981,,,,,,,,,,,,,,,,,,,,,,,
15-Jan-22,20.5,20.2,20.3,20.2,7.95,8.04,8.29,8.4,2049,2007,1883,1921,2.77,2.84,2.83,2.85,26.48,25.17,25.56,25,0.76,0.75,0.79,0.77
,20.44631537,,,,,,,,,,,,,,,,,,,,,,,
,20.41058029,,,,,,,,,,,,,,,,,,,,,,,
,20.46123395,,,,,,,,,,,,,,,,,,,,,,,
,20.45390157,,,,,,,,,,,,,,,,,,,,,,,
,20.37710376,,,,,,,,,,,,,,,,,,,,,,,
,20.34163917,,,,,,,,,,,,,,,,,,,,,,,
,20.37358007,,,,,,,,,,,,,,,,,,,,,,,
,20.45210969,,,,,,,,,,,,,,,,,,,,,,,
,20.47767492,,,,,,,,,,,,,,,,,,,,,,,
,20.37120033,,,,,,,,,,,,,,,,,,,,,,,
,20.35265867,,,,,,,,,,,,,,,,,,,,,,,
,20.45547849,,,,,,,,,,,,,,,,,,,,,,,
,20.49997367,,,,,,,,,,,,,,,,,,,,,,,
,20.41500681,,,,,,,,,,,,,,,,,,,,,,,
30-Jan-22,20.3,20,20.1,19.9,8.17,8.11,8.22,8.43,2105,2168,2029,2019,2.83,2.87,2.86,2.89,25.55,23.86,24.1,24.79,0.95,0.93,0.94,0.94
,20.48990653,,,,,,,,,,,,,,,,,,,,,,,
,20.50600146,,,,,,,,,,,,,,,,,,,,,,,
,20.73561205,,,,,,,,,,,,,,,,,,,,,,,
,20.6259418,,,,,,,,,,,,,,,,,,,,,,,
,20.67008428,,,,,,,,,,,,,,,,,,,,,,,
,20.71525694,,,,,,,,,,,,,,,,,,,,,,,
,20.68096345,,,,,,,,,,,,,,,,,,,,,,,
,20.48124499,,,,,,,,,,,,,,,,,,,,,,,
,20.9697224,,,,,,,,,,,,,,,,,,,,,,,
,20.71526938,,,,,,,,,,,,,,,,,,,,,,,
,20.51296076,,,,,,,,,,,,,,,,,,,,,,,
,20.55300745,,,,,,,,,,,,,,,,,,,,,,,
,20.61852497,,,,,,,,,,,,,,,,,,,,,,,
,20.5240875,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-22,21,20.6,21.1,20.9,8.26,8.17,8.25,8.49,1855,1785,1756,1795,2.65,2.75,2.63,2.68,27.59,27.14,27.61,27.74,1.05,1,1.09,1.1
,21.71666696,,,,,,,,,,,,,,,,,,,,,,,
,21.25213607,,,,,,,,,,,,,,,,,,,,,,,
,21.27928426,,,,,,,,,,,,,,,,,,,,,,,
,21.30703982,,,,,,,,,,,,,,,,,,,,,,,
,21.77727928,,,,,,,,,,,,,,,,,,,,,,,
,21.08883605,,,,,,,,,,,,,,,,,,,,,,,
,21.15759941,,,,,,,,,,,,,,,,,,,,,,,
,21.4049504,,,,,,,,,,,,,,,,,,,,,,,
,21.01074262,,,,,,,,,,,,,,,,,,,,,,,
,21.08762442,,,,,,,,,,,,,,,,,,,,,,,
,21.53568659,,,,,,,,,,,,,,,,,,,,,,,
,21.49240846,,,,,,,,,,,,,,,,,,,,,,,
,21.24677092,,,,,,,,,,,,,,,,,,,,,,,
,21.69086441,,,,,,,,,,,,,,,,,,,,,,,
28-Feb-22,21.8,22,21.7,21.5,8.49,8.33,8.32,8.56,1809,1746,1733,1759,2.5,2.45,2.53,2.54,28.13,28.49,28,28.09,1.29,1.35,1.22,1.25
,22.7661529,,,,,,,,,,,,,,,,,,,,,,,
,24.03400004,,,,,,,,,,,,,,,,,,,,,,,
,22.98389845,,,,,,,,,,,,,,,,,,,,,,,
,22.82024954,,,,,,,,,,,,,,,,,,,,,,,
,22.67309251,,,,,,,,,,,,,,,,,,,,,,,
,23.81196448,,,,,,,,,,,,,,,,,,,,,,,
,22.72800403,,,,,,,,,,,,,,,,,,,,,,,
,23.78022668,,,,,,,,,,,,,,,,,,,,,,,
,23.79160396,,,,,,,,,,,,,,,,,,,,,,,
,22.51097293,,,,,,,,,,,,,,,,,,,,,,,
,23.58007521,,,,,,,,,,,,,,,,,,,,,,,
,22.31475155,,,,,,,,,,,,,,,,,,,,,,,
,23.27062675,,,,,,,,,,,,,,,,,,,,,,,
,24.36901817,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-22,24.9,24.6,24.8,24.7,8.02,7.98,8.1,8.17,1796,1704,1699,1726,2,2.06,2.03,2.03,31.52,30,30.25,30.14,1.95,1.72,1.7,1.63
,25.70479336,,,,,,,,,,,,,,,,,,,,,,,
,25.47832742,,,,,,,,,,,,,,,,,,,,,,,
,25.73432518,,,,,,,,,,,,,,,,,,,,,,,
,26.09007259,,,,,,,,,,,,,,,,,,,,,,,
,25.31326645,,,,,,,,,,,,,,,,,,,,,,,
,25.20969722,,,,,,,,,,,,,,,,,,,,,,,
,26.1035297,,,,,,,,,,,,,,,,,,,,,,,
,26.49315678,,,,,,,,,,,,,,,,,,,,,,,
,25.70891381,,,,,,,,,,,,,,,,,,,,,,,
,26.13073652,,,,,,,,,,,,,,,,,,,,,,,
,25.24646015,,,,,,,,,,,,,,,,,,,,,,,
,25.43472887,,,,,,,,,,,,,,,,,,,,,,,
,25.98733049,,,,,,,,,,,,,,,,,,,,,,,
,24.93806939,,,,,,,,,,,,,,,,,,,,,,,
30-Mar-22,26.8,26.9,27,26.9,7.32,7.65,7.68,7.83,1813,1789,1785,1813,1.73,1.7,1.65,1.7,32.4,32.53,32.79,32.54,2.05,1.98,2.11,2.03
,27.24499685,,,,,,,,,,,,,,,,,,,,,,,
,28.26283004,,,,,,,,,,,,,,,,,,,,,,,
,28.70371804,,,,,,,,,,,,,,,,,,,,,,,
,27.61891705,,,,,,,,,,,,,,,,,,,,,,,
,26.8041105,,,,,,,,,,,,,,,,,,,,,,,
,27.91772249,,,,,,,,,,,,,,,,,,,,,,,
,27.53557003,,,,,,,,,,,,,,,,,,,,,,,
,28.17636186,,,,,,,,,,,,,,,,,,,,,,,
,28.65378094,,,,,,,,,,,,,,,,,,,,,,,
,28.51760023,,,,,,,,,,,,,,,,,,,,,,,
,28.74005188,,,,,,,,,,,,,,,,,,,,,,,
,28.55555068,,,,,,,,,,,,,,,,,,,,,,,
,28.16149027,,,,,,,,,,,,,,,,,,,,,,,
,26.83378037,,,,,,,,,,,,,,,,,,,,,,,
15-Apr-22,29.1,28.9,29.3,29.7,6.83,6.91,7.12,7.35,1914,1877,1829,1902,0.75,0.82,0.66,0.71,38.17,38,38.55,38.29,2.87,2.78,2.85,2.8
,30.56366234,,,,,,,,,,,,,,,,,,,,,,,
,31.13147412,,,,,,,,,,,,,,,,,,,,,,,
,31.41879004,,,,,,,,,,,,,,,,,,,,,,,
,29.37409191,,,,,,,,,,,,,,,,,,,,,,,
,30.9472597,,,,,,,,,,,,,,,,,,,,,,,
,30.76568363,,,,,,,,,,,,,,,,,,,,,,,
,30.87500252,,,,,,,,,,,,,,,,,,,,,,,
,31.4092276,,,,,,,,,,,,,,,,,,,,,,,
,29.96065637,,,,,,,,,,,,,,,,,,,,,,,
,30.01197136,,,,,,,,,,,,,,,,,,,,,,,
,31.07989135,,,,,,,,,,,,,,,,,,,,,,,
,29.10042786,,,,,,,,,,,,,,,,,,,,,,,
,30.06617621,,,,,,,,,,,,,,,,,,,,,,,
,31.37200178,,,,,,,,,,,,,,,,,,,,,,,
30-Apr-22,31.7,31.5,31.2,31.3,6.22,6.35,6.37,6.29,1928,1898,1856,1971,0.08,0.09,0.11,0.13,41.53,41.24,40.83,40.55,3.23,3.21,3.14,3.1
,33.01065164,,,,,,,,,,,,,,,,,,,,,,,
,32.31070237,,,,,,,,,,,,,,,,,,,,,,,
,32.42370147,,,,,,,,,,,,,,,,,,,,,,,
,32.66395601,,,,,,,,,,,,,,,,,,,,,,,
,32.69212231,,,,,,,,,,,,,,,,,,,,,,,
,32.86085449,,,,,,,,,,,,,,,,,,,,,,,
,32.79127098,,,,,,,,,,,,,,,,,,,,,,,
,32.64920482,,,,,,,,,,,,,,,,,,,,,,,
,31.87675129,,,,,,,,,,,,,,,,,,,,,,,
,31.84370408,,,,,,,,,,,,,,,,,,,,,,,
,32.08850189,,,,,,,,,,,,,,,,,,,,,,,
,32.12689083,,,,,,,,,,,,,,,,,,,,,,,
,32.1499535,,,,,,,,,,,,,,,,,,,,,,,
,33.00043035,,,,,,,,,,,,,,,,,,,,,,,
15-May-22,33.1,32.7,32.9,32.8,6.3,6.42,6.25,6.18,1609,1646,1695,1789,0.01,0.02,0.02,0.03,43.52,43.11,43,42.91,3.7,3.65,3.6,3.42
,32.76941374,,,,,,,,,,,,,,,,,,,,,,,
,33.04451982,,,,,,,,,,,,,,,,,,,,,,,
,33.05155998,,,,,,,,,,,,,,,,,,,,,,,
,33.07079621,,,,,,,,,,,,,,,,,,,,,,,
,32.74617425,,,,,,,,,,,,,,,,,,,,,,,
,32.76257975,,,,,,,,,,,,,,,,,,,,,,,
,32.78465433,,,,,,,,,,,,,,,,,,,,,,,
,33.04096734,,,,,,,,,,,,,,,,,,,,,,,
,32.69539436,,,,,,,,,,,,,,,,,,,,,,,
,32.60603637,,,,,,,,,,,,,,,,,,,,,,,
,32.62555614,,,,,,,,,,,,,,,,,,,,,,,
,32.80295216,,,,,,,,,,,,,,,,,,,,,,,
,32.86470713,,,,,,,,,,,,,,,,,,,,,,,
,32.8576909,,,,,,,,,,,,,,,,,,,,,,,
30-May-22,32.6,32.2,32.3,32.1,6.41,6.52,6.16,6.11,1554,1610,1643,1689,0.03,0.06,0.05,0.06,42.87,42.14,42.71,42.14,3.35,3.3,3.29,3.27
,31.44319544,,,,,,,,,,,,,,,,,,,,,,,
,31.72004786,,,,,,,,,,,,,,,,,,,,,,,
,30.73067549,,,,,,,,,,,,,,,,,,,,,,,
,32.54925573,,,,,,,,,,,,,,,,,,,,,,,
,31.74520492,,,,,,,,,,,,,,,,,,,,,,,
,30.52204008,,,,,,,,,,,,,,,,,,,,,,,
,30.66285338,,,,,,,,,,,,,,,,,,,,,,,
,31.01156826,,,,,,,,,,,,,,,,,,,,,,,
,31.23422814,,,,,,,,,,,,,,,,,,,,,,,
,31.67219535,,,,,,,,,,,,,,,,,,,,,,,
,31.54061397,,,,,,,,,,,,,,,,,,,,,,,
,32.56740306,,,,,,,,,,,,,,,,,,,,,,,
,31.89503169,,,,,,,,,,,,,,,,,,,,,,,
,31.7936498,,,,,,,,,,,,,,,,,,,,,,,
15-Jun-22,30.4,30.5,30.3,30.1,6.56,6.47,6.33,6.19,1329,1402,1446,1453,0.31,0.29,0.38,0.43,39.3,39.47,39.24,39,3.05,2.98,2.95,2.9
,29.90454362,,,,,,,,,,,,,,,,,,,,,,,
,29.73311366,,,,,,,,,,,,,,,,,,,,,,,
,29.5656208,,,,,,,,,,,,,,,,,,,,,,,
,29.70533058,,,,,,,,,,,,,,,,,,,,,,,
,29.74641545,,,,,,,,,,,,,,,,,,,,,,,
,29.28684327,,,,,,,,,,,,,,,,,,,,,,,
,30.25272512,,,,,,,,,,,,,,,,,,,,,,,
,30.03855879,,,,,,,,,,,,,,,,,,,,,,,
,29.18081875,,,,,,,,,,,,,,,,,,,,,,,
,29.80889152,,,,,,,,,,,,,,,,,,,,,,,
,29.31172839,,,,,,,,,,,,,,,,,,,,,,,
,29.35876692,,,,,,,,,,,,,,,,,,,,,,,
,29.43149641,,,,,,,,,,,,,,,,,,,,,,,
,29.77562325,,,,,,,,,,,,,,,,,,,,,,,
30-Jun-22,28.7,28.9,28.4,28.1,6.98,7.05,6.88,6.76,1257,1367,1297,1325,0.79,0.93,0.95,1,38.12,37.65,37.38,36.51,2.65,2.61,2.6,2.55
,28.37736563,,,,,,,,,,,,,,,,,,,,,,,
,28.3262531,,,,,,,,,,,,,,,,,,,,,,,
,28.42691912,,,,,,,,,,,,,,,,,,,,,,,
,28.5817556,,,,,,,,,,,,,,,,,,,,,,,
,28.5906381,,,,,,,,,,,,,,,,,,,,,,,
,28.35992053,,,,,,,,,,,,,,,,,,,,,,,
,28.67699257,,,,,,,,,,,,,,,,,,,,,,,
,28.43147808,,,,,,,,,,,,,,,,,,,,,,,
,28.66945277,,,,,,,,,,,,,,,,,,,,,,,
,28.51022749,,,,,,,,,,,,,,,,,,,,,,,
,28.31247945,,,,,,,,,,,,,,,,,,,,,,,
,28.54381201,,,,,,,,,,,,,,,,,,,,,,,
,28.35236138,,,,,,,,,,,,,,,,,,,,,,,
,28.56123856,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-22,28.3,28.1,27.9,27.9,7.11,7.15,7.2,7.14,1157,1318,1352,1323,1.12,0.98,1.02,1.03,35.7,37.35,36.5,35.74,2.47,2.36,2.29,2.17
,27.76569136,,,,,,,,,,,,,,,,,,,,,,,
,27.8878151,,,,,,,,,,,,,,,,,,,,,,,
,27.8332744,,,,,,,,,,,,,,,,,,,,,,,
,28.06581653,,,,,,,,,,,,,,,,,,,,,,,
,27.78848229,,,,,,,,,,,,,,,,,,,,,,,
,28.02021424,,,,,,,,,,,,,,,,,,,,,,,
,27.5174116,,,,,,,,,,,,,,,,,,,,,,,
,28.04911041,,,,,,,,,,,,,,,,,,,,,,,
,27.95753027,,,,,,,,,,,,,,,,,,,,,,,
,28.19678031,,,,,,,,,,,,,,,,,,,,,,,
,28.24763994,,,,,,,,,,,,,,,,,,,,,,,
,28.09362844,,,,,,,,,,,,,,,,,,,,,,,
,27.58467623,,,,,,,,,,,,,,,,,,,,,,,
,27.99819561,,,,,,,,,,,,,,,,,,,,,,,
30-Jul-22,27.5,27.8,27.2,27.1,7.23,7.22,7.3,7.26,1122,1287,1304,1279,1.15,1.08,1.36,1.44,34.23,35.79,33.1,32.97,2.15,2.14,2.11,2.2
,26.89192679,,,,,,,,,,,,,,,,,,,,,,,
,26.99711718,,,,,,,,,,,,,,,,,,,,,,,
,27.23943628,,,,,,,,,,,,,,,,,,,,,,,
,27.18451409,,,,,,,,,,,,,,,,,,,,,,,
,26.88949525,,,,,,,,,,,,,,,,,,,,,,,
,27.1179364,,,,,,,,,,,,,,,,,,,,,,,
,26.91437979,,,,,,,,,,,,,,,,,,,,,,,
,26.90438109,,,,,,,,,,,,,,,,,,,,,,,
,26.80452052,,,,,,,,,,,,,,,,,,,,,,,
,27.41963555,,,,,,,,,,,,,,,,,,,,,,,
,26.82200411,,,,,,,,,,,,,,,,,,,,,,,
,27.22578807,,,,,,,,,,,,,,,,,,,,,,,
,27.01867398,,,,,,,,,,,,,,,,,,,,,,,
,27.39158685,,,,,,,,,,,,,,,,,,,,,,,
15-Aug-22,26.8,27,26.4,26.2,7.15,7.19,7.22,7.1,1052,1075,1039,1047,1.72,1.65,1.91,1.94,32.4,32.75,32.15,32.1,2.11,2.14,2.06,2.09
,26.62999849,,,,,,,,,,,,,,,,,,,,,,,
,26.47568276,,,,,,,,,,,,,,,,,,,,,,,
,26.70688729,,,,,,,,,,,,,,,,,,,,,,,
,26.31768975,,,,,,,,,,,,,,,,,,,,,,,
,26.67703062,,,,,,,,,,,,,,,,,,,,,,,
,26.39031768,,,,,,,,,,,,,,,,,,,,,,,
,26.553275,,,,,,,,,,,,,,,,,,,,,,,
,26.44003888,,,,,,,,,,,,,,,,,,,,,,,
,26.7421846,,,,,,,,,,,,,,,,,,,,,,,
,26.57514549,,,,,,,,,,,,,,,,,,,,,,,
,26.71077321,,,,,,,,,,,,,,,,,,,,,,,
,26.4745497,,,,,,,,,,,,,,,,,,,,,,,
,26.39431287,,,,,,,,,,,,,,,,,,,,,,,
,26.35588424,,,,,,,,,,,,,,,,,,,,,,,
30-Aug-22,26.3,26.5,26.2,26.1,7.12,7.13,7.29,7.14,1033,1057,1019,1045,1.92,1.9,1.94,1.95,32.11,32.31,32.19,32.07,1.97,1.89,2.01,1.98
,25.22827745,,,,,,,,,,,,,,,,,,,,,,,
,24.96601319,,,,,,,,,,,,,,,,,,,,,,,
,25.64659005,,,,,,,,,,,,,,,,,,,,,,,
,25.928452,,,,,,,,,,,,,,,,,,,,,,,
,25.01655465,,,,,,,,,,,,,,,,,,,,,,,
,24.90344714,,,,,,,,,,,,,,,,,,,,,,,
,25.15782124,,,,,,,,,,,,,,,,,,,,,,,
,25.06135714,,,,,,,,,,,,,,,,,,,,,,,
,25.83279765,,,,,,,,,,,,,,,,,,,,,,,
,25.75991971,,,,,,,,,,,,,,,,,,,,,,,
,24.96718291,,,,,,,,,,,,,,,,,,,,,,,
,24.93243862,,,,,,,,,,,,,,,,,,,,,,,
,25.42054203,,,,,,,,,,,,,,,,,,,,,,,
,25.19594578,,,,,,,,,,,,,,,,,,,,,,,
15-Sep-22,24.9,24.8,25.3,25,7.29,7.38,7.32,7.25,951,952,839,951,2,2.03,1.97,1.98,31.52,31.69,32,31.86,1.87,1.89,2.01,1.98
,24.62887241,,,,,,,,,,,,,,,,,,,,,,,
,24.88127689,,,,,,,,,,,,,,,,,,,,,,,
,24.52975451,,,,,,,,,,,,,,,,,,,,,,,
,24.49178833,,,,,,,,,,,,,,,,,,,,,,,
,24.70269175,,,,,,,,,,,,,,,,,,,,,,,
,24.75603944,,,,,,,,,,,,,,,,,,,,,,,
,24.2390583,,,,,,,,,,,,,,,,,,,,,,,
,24.51870287,,,,,,,,,,,,,,,,,,,,,,,
,24.55084057,,,,,,,,,,,,,,,,,,,,,,,
,24.77293426,,,,,,,,,,,,,,,,,,,,,,,
,24.62811956,,,,,,,,,,,,,,,,,,,,,,,
,24.50719894,,,,,,,,,,,,,,,,,,,,,,,
,24.46120774,,,,,,,,,,,,,,,,,,,,,,,
,24.25256431,,,,,,,,,,,,,,,,,,,,,,,
30-Sep-22,24.2,24.3,24.7,24.5,7.45,7.69,7.36,7.39,958,992,945,976,2.1,2.09,2.03,2.05,29.75,29.96,30.27,30.1,1.55,1.59,1.68,1.88
,24.07841167,,,,,,,,,,,,,,,,,,,,,,,
,23.75744589,,,,,,,,,,,,,,,,,,,,,,,
,23.74198705,,,,,,,,,,,,,,,,,,,,,,,
,23.99479767,,,,,,,,,,,,,,,,,,,,,,,
,23.95204819,,,,,,,,,,,,,,,,,,,,,,,
,24.04421084,,,,,,,,,,,,,,,,,,,,,,,
,24.06151504,,,,,,,,,,,,,,,,,,,,,,,
,24.00062677,,,,,,,,,,,,,,,,,,,,,,,
,23.98549098,,,,,,,,,,,,,,,,,,,,,,,
,23.75872677,,,,,,,,,,,,,,,,,,,,,,,
,23.83693484,,,,,,,,,,,,,,,,,,,,,,,
,23.76426455,,,,,,,,,,,,,,,,,,,,,,,
,23.73597281,,,,,,,,,,,,,,,,,,,,,,,
,23.89499337,,,,,,,,,,,,,,,,,,,,,,,
15-Oct-22,23.7,23.2,23.5,23.1,7.51,7.88,7.49,7.51,1128,1298,1234,1246,2.14,2.18,2.15,2.19,29.63,29.52,29.61,29.5,1.62,1.59,1.55,1.49
,23.68823557,,,,,,,,,,,,,,,,,,,,,,,
,23.46547776,,,,,,,,,,,,,,,,,,,,,,,
,23.17439624,,,,,,,,,,,,,,,,,,,,,,,
,23.41654676,,,,,,,,,,,,,,,,,,,,,,,
,23.46784123,,,,,,,,,,,,,,,,,,,,,,,
,23.58698371,,,,,,,,,,,,,,,,,,,,,,,
,23.37628848,,,,,,,,,,,,,,,,,,,,,,,
,23.62223964,,,,,,,,,,,,,,,,,,,,,,,
,23.62693951,,,,,,,,,,,,,,,,,,,,,,,
,23.11938261,,,,,,,,,,,,,,,,,,,,,,,
,23.22117962,,,,,,,,,,,,,,,,,,,,,,,
,23.20655492,,,,,,,,,,,,,,,,,,,,,,,
,23.59483252,,,,,,,,,,,,,,,,,,,,,,,
,23.36747904,,,,,,,,,,,,,,,,,,,,,,,
30-Oct-22,23.1,22.8,23,22.6,7.59,7.92,7.63,7.55,1369,1447,1498,1416,2.19,2.25,2.24,2.3,29.5,29.07,29.1,29,1.28,1.21,1.23,1.15
,22.79218381,,,,,,,,,,,,,,,,,,,,,,,
,22.73135205,,,,,,,,,,,,,,,,,,,,,,,
,22.69649777,,,,,,,,,,,,,,,,,,,,,,,
,22.88781608,,,,,,,,,,,,,,,,,,,,,,,
,22.93530267,,,,,,,,,,,,,,,,,,,,,,,
,22.95628502,,,,,,,,,,,,,,,,,,,,,,,
,22.77184201,,,,,,,,,,,,,,,,,,,,,,,
,23.06730407,,,,,,,,,,,,,,,,,,,,,,,
,22.94008117,,,,,,,,,,,,,,,,,,,,,,,
,22.8872656,,,,,,,,,,,,,,,,,,,,,,,
,22.86986933,,,,,,,,,,,,,,,,,,,,,,,
,22.84243379,,,,,,,,,,,,,,,,,,,,,,,
,22.6501035,,,,,,,,,,,,,,,,,,,,,,,
,23.08877988,,,,,,,,,,,,,,,,,,,,,,,
15-Nov-22,22.6,22.1,22.4,22,7.6,7.93,7.65,7.56,1512,1579,1619,1570,2.3,2.39,2.33,2.41,29.18,28.76,28.95,28.33,1.18,1.23,1.34,1.27
,22.55169712,,,,,,,,,,,,,,,,,,,,,,,
,22.1204627,,,,,,,,,,,,,,,,,,,,,,,
,22.08239299,,,,,,,,,,,,,,,,,,,,,,,
,22.45975017,,,,,,,,,,,,,,,,,,,,,,,
,22.23915331,,,,,,,,,,,,,,,,,,,,,,,
,22.43014842,,,,,,,,,,,,,,,,,,,,,,,
,22.4146564,,,,,,,,,,,,,,,,,,,,,,,
,22.04489219,,,,,,,,,,,,,,,,,,,,,,,
,22.39518702,,,,,,,,,,,,,,,,,,,,,,,
,22.30151248,,,,,,,,,,,,,,,,,,,,,,,
,22.15817427,,,,,,,,,,,,,,,,,,,,,,,
,22.18302151,,,,,,,,,,,,,,,,,,,,,,,
,22.37232576,,,,,,,,,,,,,,,,,,,,,,,
,22.12913522,,,,,,,,,,,,,,,,,,,,,,,
30-Nov-22,22,21.7,21.9,21.8,7.69,7.95,7.68,8.11,1627,1676,1610,1690,2.41,2.53,2.49,2.5,28.3,28,28.17,28.14,1.27,1.26,1.17,1.29